100,1.47E-05
200,3.47E-06
300,5.70E-06
400,4.80E-06
500,2.00E-05
600,3.53E-06
700,3.39E-06
800,3.38E-06
900,7.27E-06
1000,5.78E-06
1100,4.04E-06
1200,3.61E-06
1300,4.63E-06
1400,3.82E-06
1500,3.50E-06
1600,4.66E-06
1700,3.91E-06
1800,4.27E-06
1900,5.31E-06
2000,4.71E-06
2100,3.69E-06
2200,6.02E-06
2300,3.67E-06
2400,3.86E-06
2500,1.40E-05
2600,4.79E-06
2700,4.43E-06
2800,4.64E-06
2900,7.08E-06
3000,5.34E-06
3100,1.79E-05
3200,5.46E-06
3300,5.10E-06
3400,5.06E-06
3500,8.61E-06
3600,2.18E-05
3700,5.83E-06
3800,5.47E-06
3900,5.56E-06
4000,7.71E-06
4100,8.16E-05
4200,6.91E-06
4300,6.23E-06
4400,9.79E-06
4500,8.99E-06
4600,1.92E-05
4700,6.83E-06
4800,7.33E-06
4900,6.92E-06
5000,9.91E-06
5100,1.89E-05
5200,8.61E-06
5300,9.35E-06
5400,1.06E-05
5500,1.01E-05
5600,2.11E-05
5700,9.62E-06
5800,9.48E-06
5900,3.75E-05
6000,2.06E-05
6100,2.24E-05
6200,8.73E-06
6300,6.53E-06
6400,8.38E-06
6500,7.27E-06
6600,1.78E-05
6700,7.41E-06
6800,8.81E-06
6900,7.66E-06
7000,1.22E-05
7100,1.14E-05
7200,3.02E-05
7300,1.70E-05
7400,1.61E-05
7500,1.23E-05
7600,2.25E-05
7700,5.67E-05
7800,1.78E-05
7900,1.50E-05
8000,1.35E-05
8100,1.33E-05
8200,2.48E-05
8300,1.31E-05
8400,1.12E-05
8500,1.24E-05
8600,1.31E-05
8700,2.23E-05
8800,1.28E-05
8900,1.34E-05
9000,1.32E-05
9100,1.13E-05
9200,2.08E-05
9300,1.22E-05
9400,1.34E-05
9500,1.34E-05
9600,1.32E-05
9700,2.41E-05
9800,1.37E-05
9900,1.39E-05
10000,1.64E-05
10100,1.46E-05
10200,7.10E-05
10300,0.000248358
10400,0.000708325
10500,1.28E-05
10600,1.24E-05
10700,2.57E-05
10800,2.38E-05
10900,1.52E-05
11000,1.52E-05
11100,1.37E-05
11200,6.59E-05
11300,1.59E-05
11400,1.55E-05
11500,1.55E-05
11600,1.77E-05
11700,1.76E-05
11800,2.78E-05
11900,1.59E-05
12000,1.56E-05
12100,1.62E-05
12200,1.70E-05
12300,2.75E-05
12400,1.60E-05
12500,1.64E-05
12600,1.99E-05
12700,1.85E-05
12800,2.98E-05
12900,1.70E-05
13000,1.60E-05
13100,2.27E-05
13200,2.12E-05
13300,8.24E-05
13400,1.75E-05
13500,1.76E-05
13600,1.75E-05
13700,1.83E-05
13800,3.12E-05
13900,1.66E-05
14000,1.90E-05
14100,2.18E-05
14200,1.87E-05
14300,3.64E-05
14400,1.91E-05
14500,1.87E-05
14600,4.98E-05
14700,2.37E-05
14800,3.20E-05
14900,2.04E-05
15000,2.63E-05
15100,1.84E-05
15200,1.96E-05
15300,3.22E-05
15400,1.97E-05
15500,2.22E-05
15600,2.97E-05
15700,2.12E-05
15800,2.07E-05
15900,3.88E-05
16000,2.03E-05
16100,2.09E-05
16200,1.96E-05
16300,2.14E-05
16400,2.94E-05
16500,2.24E-05
16600,2.65E-05
16700,2.20E-05
16800,2.09E-05
16900,7.28E-05
17000,4.02E-05
17100,3.86E-05
17200,4.79E-05
17300,8.09E-05
17400,5.76E-05
17500,4.70E-05
17600,4.19E-05
17700,7.40E-05
17800,4.41E-05
17900,5.27E-05
18000,5.04E-05
18100,0.000119241
18200,5.97E-05
18300,5.02E-05
18400,5.23E-05
18500,6.15E-05
18600,0.000108495
18700,7.38E-05
18800,6.59E-05
18900,6.20E-05
19000,6.91E-05
19100,6.97E-05
19200,5.37E-05
19300,0.000238374
19400,6.71E-05
19500,6.14E-05
19600,6.08E-05
19700,6.38E-05
19800,8.46E-05
19900,6.95E-05
20000,7.24E-05
20100,6.43E-05
20200,6.27E-05
20300,7.43E-05
20400,0.000125328
20500,6.21E-05
20600,7.16E-05
20700,7.42E-05
20800,6.40E-05
20900,0.000138368
