1000,0.0289979
1100,0.0566907
1200,0.0659338
1300,0.0725912
1400,0.0768259
1500,0.0894088
1600,0.0928976
1700,0.102092
1800,0.113018
1900,0.114178
2000,0.128952
2100,0.139441
2200,0.163488
2300,0.180838
2400,0.173608
2500,0.189758
2600,0.204366
2700,0.213942
2800,0.233935
2900,0.23926
3000,0.274733
3100,0.278586
3200,0.312706
3300,0.31203
3400,0.365643
3500,0.332613
3600,0.382517
3700,0.420897
3800,0.452544
3900,0.436421
4000,0.480747
4100,0.480292
4200,0.488503
4300,0.560045
4400,0.550224
4500,0.599021
4600,0.613679
4700,0.623079
4800,0.695206
4900,0.69237
5000,0.729888
5100,0.732555
5200,0.841216
5300,0.953649
5400,1.01555
5500,1.00399
5600,1.03373
5700,0.967399
5800,0.961312
5900,0.995754
6000,1.03406
6100,1.04051
6200,1.12588
6300,1.17087
6400,1.13901
6500,1.16163
6600,1.14069
6700,1.24098
6800,1.30667
6900,1.07049
7000,0.916827
7100,0.774186
7200,0.723096
7300,0.866382
7400,1.54772
7500,1.59052
7600,1.62102
7700,1.67697
7800,1.72678
7900,1.77062
8000,1.8085
8100,1.39371
8200,1.1352
8300,1.6224
8400,2.00518
8500,1.99559
8600,2.07015
8700,2.11337
8800,2.21597
8900,2.20244
9000,2.095
9100,2.17969
9200,1.69909
9300,2.48008
9400,2.47633
9500,2.55562
9600,2.63053
9700,2.50005
9800,2.63487
9900,2.78169
10000,2.76468
10100,2.83383
10200,2.9052
10300,3.07433
10400,2.80507
10500,1.88886
10600,1.48019
10700,2.0459
10800,3.41877
10900,3.35802
11000,3.28952
11100,3.24073
11200,3.52729
11300,2.56897
11400,3.63012
11500,3.00347
11600,3.76536
11700,3.55724
11800,3.60516
11900,3.74246
12000,2.85779
12100,4.14625
12200,4.19317
12300,4.21418
12400,4.37879
12500,4.43883
12600,4.47379
12700,4.6099
12800,4.55454
12900,4.83192
13000,4.39771
13100,4.54799
13200,4.78285
13300,5.03553
13400,5.08891
13500,5.15133
13600,4.33911
13700,6.36112
13800,5.49707
13900,5.27702
14000,5.39239
14100,4.97327
14200,5.56635
14300,4.40966
14400,5.74492
14500,5.48773
14600,6.12308
14700,5.71292
14800,6.3249
14900,6.08407
15000,6.45359
15100,6.52446
15200,4.42955
15300,6.75543
15400,6.44521
15500,5.77794
15600,7.582
15700,7.02217
15800,6.28392
15900,6.79472
16000,5.88659
16100,3.10958
16200,2.33848
16300,2.8985
16400,7.78807
16500,4.44684
16600,7.71127
16700,7.89238
16800,7.93914
16900,8.15799
17000,7.89191
17100,7.28835
17200,6.09266
17300,8.4005
17400,8.55933
17500,8.70365
17600,8.83511
17700,8.88443
17800,9.3538
17900,9.45778
18000,8.62882
18100,9.24863
18200,9.07064
18300,9.11688
18400,9.50384
18500,6.36778
18600,9.53197
18700,6.63987
18800,9.78505
18900,9.96684
19000,10.4072
19100,9.62719
19200,9.83376
19300,10.0971
19400,10.2492
19500,9.66992
19600,5.09713
19700,10.8311
19800,10.4489
19900,10.3069
20000,11.4694
