1000,0.000120901
1100,0.000135178
1200,0.000148935
1300,0.000161013
1400,0.000186775
1500,0.00019554
1600,0.000210211
1700,0.000224964
1800,0.000263519
1900,0.000262773
2000,0.000278262
2100,0.000318241
2200,0.000314745
2300,0.00339566
2400,0.000397952
2500,0.000366375
2600,0.000393508
2700,0.000404493
2800,0.000430508
2900,0.000440472
3000,0.000481868
3100,0.000520178
3200,0.000496851
3300,0.000595993
3400,0.000553761
3500,0.000563607
3600,0.00118869
3700,0.000567829
3800,0.000591635
3900,0.000590012
4000,0.000628215
4100,0.00038966
4200,0.000707239
4300,0.000810986
4400,0.000694581
4500,0.000748976
4600,0.000742617
4700,0.00147393
4800,0.000819624
4900,0.0121892
5000,0.000823454
5100,0.000851106
5200,0.00104492
5300,0.000921286
5400,0.000992735
5500,0.00136489
5600,0.0013645
5700,0.00100622
5800,0.000907288
5900,0.00101338
6000,0.00109594
6100,0.00126906
6200,0.00119531
6300,0.00118219
6400,0.0019457
6500,0.00147503
6600,0.00107968
6700,0.00127758
6800,0.00159192
6900,0.000882974
7000,0.00182751
7100,0.00257976
7200,0.00152711
7300,0.00150909
7400,0.00157286
7500,0.00156514
7600,0.00156456
7700,0.00190533
7800,0.00158364
7900,0.00175816
8000,0.00177393
8100,0.00187152
8200,0.00175881
8300,0.00308337
8400,0.00204129
8500,0.00192991
8600,0.00234873
8700,0.00195398
8800,0.00257027
8900,0.00351171
9000,0.00225674
9100,0.00228945
9200,0.00215966
9300,0.00219028
9400,0.0146281
9500,0.00385982
9600,0.00242828
9700,0.00228103
9800,0.00315715
9900,0.00235052
10000,0.00500784
10100,0.016651
10200,0.00232644
10300,0.00300738
10400,0.00260482
10500,0.0025122
10600,0.00243452
10700,0.0037577
10800,0.0114188
10900,0.00285961
11000,0.00446539
11100,0.00297573
11200,0.0136355
11300,0.00296694
11400,0.00260601
11500,0.0032141
11600,0.00677085
11700,0.00322637
11800,0.0124178
11900,0.0033452
12000,0.00326982
12100,0.0187144
12200,0.0035063
12300,0.00336862
12400,0.00329154
12500,0.00357289
12600,0.00630769
12700,0.0150537
12800,0.00356556
12900,0.00393935
13000,0.00621433
13100,0.00371195
13200,0.00741792
13300,0.0134868
13400,0.00482169
13500,0.0173363
13600,0.00594766
13700,0.00584639
13800,0.00415834
13900,0.00646776
14000,0.0146358
14100,0.00434338
14200,0.0060557
14300,0.00477128
14400,0.00436662
14500,0.00868241
14600,0.00715077
14700,0.00721457
14800,0.0045028
14900,0.00496045
15000,0.0096314
15100,0.00528772
15200,0.00591733
15300,0.0200839
15400,0.00493864
15500,0.0135235
15600,0.00658549
15700,0.00488162
15800,0.00534863
15900,0.00604758
16000,0.0154878
16100,0.00548003
16200,0.0173835
16300,0.00499403
16400,0.00725296
16500,0.00753112
16600,0.00581143
16700,0.0138571
16800,0.00685975
16900,0.014442
17000,0.00570589
17100,0.0164462
17200,0.00724138
17300,0.00623397
17400,0.00944086
17500,0.0145819
17600,0.00605218
17700,0.0244107
17800,0.00570855
17900,0.0246394
18000,0.00586149
18100,0.00797315
18200,0.00590914
18300,0.00771485
18400,0.0102942
18500,0.0166234
18600,0.0202686
18700,0.00791121
18800,0.0133363
18900,0.00712426
19000,0.0179421
19100,0.00706652
19200,0.017962
19300,0.0213626
19400,0.0068823
19500,0.0164038
19600,0.00920107
19700,0.0102429
19800,0.016282
19900,0.00928744
20000,0.0223925
